,0
2010-11-01,2.5966660852838515
2010-11-02,2.8166572389133377
2010-11-03,2.4478256454837175
2010-11-04,3.067350354835592
2010-11-05,3.9078570573715457
2010-11-06,6.677616838335568
2010-11-07,5.816537268150982
2010-11-08,2.020043455005637
2010-11-09,2.8504636532135197
2010-11-10,1.3112404484453817
2010-11-11,2.581314320538462
2010-11-12,2.094134522070998
2010-11-13,2.305204506169141
2010-11-14,3.30545362558106
2010-11-15,4.256440038619021
2010-11-16,2.5125759681658604
2010-11-17,1.6468801811258877
2010-11-18,1.3310136960477807
2010-11-19,2.8097304084317973
2010-11-20,3.3825811890237167
2010-11-21,2.1834023157656253
2010-11-22,3.7617577420712665
2010-11-23,1.6976270499438908
2010-11-24,1.8919803339211367
2010-11-25,4.0611972882413445
2010-11-26,1.3817448245862916
2010-11-27,2.6416671443481325
2010-11-28,3.684676538792913
2010-11-29,4.207588841254093
2010-11-30,1.0008405886060614
