,0
2010-11-01,3.61753965902816
2010-11-02,3.230032287047662
2010-11-03,1.5317567366471019
2010-11-04,1.934487130416956
2010-11-05,3.0494593045315277
2010-11-06,3.8820538655572236
2010-11-07,3.3453210388435606
2010-11-08,2.7268430442790454
2010-11-09,1.3941866031098058
2010-11-10,2.198541376161688
2010-11-11,3.046843741662503
2010-11-12,2.245625976284269
2010-11-13,2.3325248441856417
2010-11-14,3.2918371273046136
2010-11-15,4.624692166078354
2010-11-16,1.491689644461644
2010-11-17,1.6634149760479329
2010-11-18,3.3471835108655377
2010-11-19,2.918641726964956
2010-11-20,3.064992260829367
2010-11-21,2.0015068640037175
2010-11-22,3.4357802730833797
2010-11-23,1.53424450116992
2010-11-24,2.589718896340913
2010-11-25,4.843540150426342
2010-11-26,1.5445988658375287
2010-11-27,1.8206230017948237
2010-11-28,3.6262726503418405
2010-11-29,2.812960404262388
2010-11-30,1.905341231591256
