,0
2010-02-01,4.172168804594196
2010-02-02,1.0796202184878099
2010-02-03,7.367636271394957
2010-02-04,3.567628455165064
2010-02-05,5.190547773289506
2010-02-06,3.378343067304242
2010-02-07,3.41487298605751
2010-02-08,5.818162490743129
2010-02-09,5.004474296942277
2010-02-10,6.552864647909078
2010-02-11,5.814105928231051
2010-02-12,5.4900173334494395
2010-02-13,4.128411697053465
2010-02-14,2.319112988160907
2010-02-15,6.717763774851952
2010-02-16,3.016448048660039
2010-02-17,5.662289218675518
2010-02-18,3.0550490642670263
2010-02-19,2.4586739324224434
2010-02-20,3.3296685467846707
2010-02-21,6.509863127498661
2010-02-22,5.619049990440448
2010-02-23,5.980413314223609
2010-02-24,5.853716945301734
2010-02-25,3.460995565733386
2010-02-26,4.03821290013204
2010-02-27,3.5644400374976217
2010-02-28,2.1090074871310374
