,0
2007-11-01,7.466255519469982
2007-11-02,4.019926225522044
2007-11-03,6.877926278673334
2007-11-04,4.012860175712539
2007-11-05,5.036672266640968
2007-11-06,2.9625374455343096
2007-11-07,3.453713117566676
2007-11-08,7.808228675885102
2007-11-09,2.578840837835597
2007-11-10,5.838852029175466
2007-11-11,2.9371476925444293
2007-11-12,2.50738382299285
2007-11-13,2.5873978006670533
2007-11-14,2.617083782357501
2007-11-15,1.8263881397758739
2007-11-16,1.624772968466905
2007-11-17,2.36326763505886
2007-11-18,3.7988203243074703
2007-11-19,2.6470889925570544
2007-11-20,1.776787066330165
2007-11-21,2.2060660672638774
2007-11-22,7.9870037811152885
2007-11-23,3.6250210429906393
2007-11-24,2.43497364791679
2007-11-25,2.639238512778086
2007-11-26,3.4337803431253318
2007-11-27,3.335409538520115
2007-11-28,1.9738049856716917
2007-11-29,6.207480074175276
2007-11-30,1.9358392513432423
