,0
2010-05-01,3.1764746092881637
2010-05-02,1.8658550036105879
2010-05-03,2.7466190849429335
2010-05-04,6.298822829648458
2010-05-05,2.9649162601420977
2010-05-06,2.3949734851878066
2010-05-07,3.018347456340489
2010-05-08,2.576224723146647
2010-05-09,3.332122555078797
2010-05-10,4.6568124333451015
2010-05-11,1.703320418961888
2010-05-12,2.936345972688785
2010-05-13,2.8834813853643646
2010-05-14,4.348115048138446
2010-05-15,2.5686435190245978
2010-05-16,2.24032504507114
2010-05-17,2.6252537360243533
2010-05-18,1.354728773074608
2010-05-19,1.550061204997847
2010-05-20,1.8466419950530093
2010-05-21,4.188683401109784
2010-05-22,1.614916569757212
2010-05-23,1.5684020928211024
2010-05-24,2.062251513575656
2010-05-25,1.6727568654348466
2010-05-26,2.7759385568929633
2010-05-27,0.9448574438928896
2010-05-28,2.1284930610793573
2010-05-29,2.9068401541997186
2010-05-30,2.9342000429929063
2010-05-31,2.154476515902089
