date,AvgTemp
2004-01-01,43.17424242458333
2004-01-02,47.63636363526315
2004-01-03,57.78354978380952
2004-01-04,62.95041322318181
2004-01-05,55.13131313111111
2004-01-06,36.73140495863637
2004-01-07,25.063241106521737
2004-01-08,28.04958677772727
2004-01-09,29.073593073809526
2004-01-10,16.954545454090912
2004-01-11,19.735537190999995
2004-01-12,41.01976284608695
2004-01-13,41.99621212166666
2004-01-14,31.875000000000004
2004-01-15,33.714876032272734
2004-01-16,24.612648222608705
2004-01-17,29.987603305454545
2004-01-18,38.36363636409091
2004-01-19,28.90495867681818
2004-01-20,24.62055336043478
2004-01-21,23.417355371363637
2004-01-22,35.89015151583333
2004-01-23,25.470355730869567
2004-01-24,28.938016529545454
2004-01-25,18.606060606666667
2004-01-26,23.595454546000006
2004-01-27,29.8454545455
2004-01-28,28.24901185695652
2004-01-29,36.44664031565217
2004-01-30,30.43290043238095
2004-01-31,21.28458498043478
2004-02-01,23.1446281
2004-02-02,27.22348484833334
2004-02-03,38.715415019565214
2004-02-04,36.16996047434783
2004-02-05,32.868181818
2004-02-06,39.557312252608696
2004-02-07,40.93073593095238
2004-02-08,32.05303030291667
2004-02-09,37.12554112428571
2004-02-10,43.35968379478261
2004-02-11,39.090909091304354
2004-02-12,36.16267942631579
2004-02-13,39.739669421363644
2004-02-14,43.00395257
2004-02-15,35.18595041272727
2004-02-16,26.42687746956522
2004-02-17,29.975206611363635
2004-02-18,35.026515152500004
2004-02-19,43.896694215
2004-02-20,48.299242424166664
2004-02-21,51.390909091499985
2004-02-22,39.70355731217391
2004-02-23,37.39772727291666
2004-02-24,41.85123966954546
2004-02-25,36.28853754956522
2004-02-26,33.70995671
2004-02-27,39.79220779285714
2004-02-28,40.090909090869566
2004-02-29,46.246212120416665
2004-03-01,52.45454545434783
2004-03-02,61.26839826952381
2004-03-03,55.118577074782614
2004-03-04,61.25206611545455
2004-03-05,63.42803030333332
2004-03-06,64.51652892545457
2004-03-07,50.01893939375001
2004-03-08,42.49999999999999
2004-03-09,38.948616601739126
2004-03-10,38.55555555611111
2004-03-11,43.897233201739134
2004-03-12,47.40530303041667
2004-03-13,38.912878787083336
2004-03-14,44.5059288526087
2004-03-15,54.92045454416668
2004-03-16,43.017316017619045
2004-03-17,38.987012987619046
2004-03-18,42.94805194904762
2004-03-19,45.86363636363636
2004-03-20,47.27685950500001
2004-03-21,50.62845849913043
2004-03-22,34.48484848375001
2004-03-23,36.018939394583334
2004-03-24,46.92094861695652
2004-03-25,57.806324110869575
2004-03-26,62.612648221304354
2004-03-27,62.857142857619046
2004-03-28,54.225108224761904
2004-03-29,46.97520661181818
2004-03-30,44.545454545
2004-03-31,46.28229665052631
2004-04-01,48.240909091
2004-04-02,45.39393939380952
2004-04-03,47.830039525652175
2004-04-04,46.79752066181818
2004-04-05,41.67588932826086
2004-04-06,45.69169960434783
2004-04-07,59.05138339913042
2004-04-08,54.87500000083333
2004-04-09,54.340909091250005
2004-04-10,51.952569169130435
2004-04-11,47.63157894789474
2004-04-12,45.97233201565217
2004-04-13,52.090909091250005
2004-04-14,49.304545454999996
2004-04-15,51.57575757541667
2004-04-16,51.3030303025
2004-04-17,63.76679841826086
2004-04-18,71.23106060541667
2004-04-19,73.70833333416668
2004-04-20,71.60869565173913
2004-04-21,67.69421487681818
2004-04-22,70.8656126473913
2004-04-23,70.24110671913043
2004-04-24,65.67965367952381
2004-04-25,60.942583732105255
2004-04-26,63.49173553772728
2004-04-27,56.202479338636365
2004-04-28,50.841897232608694
2004-04-29,59.936758893478256
2004-04-30,64.5138339926087
2004-05-01,67.05000000049999
2004-05-02,70.27727272799999
2004-05-03,52.567099566190464
2004-05-04,50.608695652173914
2004-05-05,59.568181818333336
2004-05-06,63.57196969708334
2004-05-07,71.58102766739131
2004-05-08,63.29752066
2004-05-09,69.56126482217391
2004-05-10,74.18939393833334
2004-05-11,73.76515151416666
2004-05-12,73.77272727291668
2004-05-13,73.49999999999999
2004-05-14,74.52569170043478
2004-05-15,74.68181818208335
2004-05-16,70.86956521695653
2004-05-17,70.64031620608695
2004-05-18,73.06060605958335
2004-05-19,72.37154150173915
2004-05-20,69.32467532476191
2004-05-21,74.26877470391302
2004-05-22,76.07196969708333
2004-05-23,78.64031620652176
2004-05-24,79.15909090874999
2004-05-25,78.618181818
2004-05-26,74.69565217347828
2004-05-27,73.00395256782609
2004-05-28,72.63636363636364
2004-05-29,66.6086956521739
2004-05-30,65.0867768590909
2004-05-31,73.03896104
