date,AvgTemp,AcTemplabel
2004-01-01,43.17424242458333,0
2004-01-02,47.63636363526315,1
2004-01-03,57.78354978380952,2
2004-01-04,62.95041322318181,3
2004-01-05,55.13131313111111,0
2004-01-06,36.73140495863637,0
2004-01-07,25.063241106521737,0
2004-01-08,28.04958677772727,1
2004-01-09,29.073593073809526,2
2004-01-10,16.954545454090912,0
2004-01-11,19.735537190999995,1
2004-01-12,41.01976284608695,2
2004-01-13,41.99621212166666,3
2004-01-14,31.875000000000004,0
2004-01-15,33.714876032272734,1
2004-01-16,24.612648222608705,0
2004-01-17,29.987603305454545,1
2004-01-18,38.36363636409091,2
2004-01-19,28.90495867681818,0
2004-01-20,24.62055336043478,0
2004-01-21,23.41735537136364,0
2004-01-22,35.89015151583333,1
2004-01-23,25.470355730869567,0
2004-01-24,28.93801652954545,1
2004-01-25,18.606060606666667,0
2004-01-26,23.595454546000006,1
2004-01-27,29.8454545455,2
2004-01-28,28.24901185695652,3
2004-01-29,36.44664031565217,4
2004-01-30,30.43290043238095,0
2004-01-31,21.28458498043478,0
2004-02-01,23.1446281,1
2004-02-02,27.22348484833334,2
2004-02-03,38.715415019565214,3
2004-02-04,36.16996047434783,4
2004-02-05,32.868181818,5
2004-02-06,39.557312252608696,6
2004-02-07,40.93073593095238,7
2004-02-08,32.05303030291667,0
2004-02-09,37.12554112428571,1
2004-02-10,43.35968379478261,2
2004-02-11,39.090909091304354,3
2004-02-12,36.16267942631579,4
2004-02-13,39.73966942136365,5
2004-02-14,43.00395257,6
2004-02-15,35.18595041272727,0
2004-02-16,26.42687746956522,0
2004-02-17,29.975206611363635,1
2004-02-18,35.026515152500004,2
2004-02-19,43.896694215,3
2004-02-20,48.29924242416666,4
2004-02-21,51.39090909149999,5
2004-02-22,39.70355731217391,0
2004-02-23,37.39772727291666,0
2004-02-24,41.85123966954546,1
2004-02-25,36.28853754956522,0
2004-02-26,33.70995671,0
2004-02-27,39.79220779285714,1
2004-02-28,40.090909090869566,2
2004-02-29,46.246212120416665,3
2004-03-01,52.45454545434783,4
2004-03-02,61.26839826952381,5
2004-03-03,55.11857707478261,0
2004-03-04,61.25206611545455,1
2004-03-05,63.42803030333332,2
2004-03-06,64.51652892545457,3
2004-03-07,50.01893939375001,0
2004-03-08,42.49999999999999,0
2004-03-09,38.948616601739126,0
2004-03-10,38.55555555611111,0
2004-03-11,43.897233201739134,1
2004-03-12,47.40530303041667,2
2004-03-13,38.912878787083336,0
2004-03-14,44.5059288526087,1
2004-03-15,54.92045454416668,2
2004-03-16,43.017316017619045,0
2004-03-17,38.987012987619046,0
2004-03-18,42.94805194904762,1
2004-03-19,45.86363636363636,2
2004-03-20,47.27685950500001,3
2004-03-21,50.62845849913043,4
2004-03-22,34.48484848375001,0
2004-03-23,36.018939394583334,1
2004-03-24,46.92094861695652,2
2004-03-25,57.806324110869575,3
2004-03-26,62.612648221304354,4
2004-03-27,62.857142857619046,5
2004-03-28,54.225108224761904,0
2004-03-29,46.97520661181818,0
2004-03-30,44.545454545,0
2004-03-31,46.28229665052631,1
2004-04-01,48.240909091,2
2004-04-02,45.39393939380952,3
2004-04-03,47.830039525652175,4
2004-04-04,46.79752066181818,5
2004-04-05,41.67588932826086,0
2004-04-06,45.69169960434783,1
2004-04-07,59.05138339913042,2
2004-04-08,54.87500000083333,3
2004-04-09,54.340909091250005,4
2004-04-10,51.95256916913044,5
2004-04-11,47.63157894789474,6
2004-04-12,45.97233201565217,7
2004-04-13,52.090909091250005,8
2004-04-14,49.304545455,9
2004-04-15,51.57575757541667,10
2004-04-16,51.3030303025,11
2004-04-17,63.76679841826086,12
2004-04-18,71.23106060541667,13
2004-04-19,73.70833333416668,14
2004-04-20,71.60869565173913,15
2004-04-21,67.69421487681818,16
2004-04-22,70.8656126473913,17
2004-04-23,70.24110671913043,18
2004-04-24,65.67965367952381,19
2004-04-25,60.942583732105255,20
2004-04-26,63.49173553772728,21
2004-04-27,56.202479338636365,0
2004-04-28,50.84189723260869,0
2004-04-29,59.936758893478256,1
2004-04-30,64.5138339926087,2
2004-05-01,67.05000000049999,3
2004-05-02,70.27727272799999,4
2004-05-03,52.567099566190464,0
2004-05-04,50.60869565217392,0
2004-05-05,59.568181818333336,1
2004-05-06,63.57196969708334,2
2004-05-07,71.58102766739131,3
2004-05-08,63.29752066,0
2004-05-09,69.56126482217391,1
2004-05-10,74.18939393833334,2
2004-05-11,73.76515151416666,3
2004-05-12,73.77272727291668,4
2004-05-13,73.49999999999999,5
2004-05-14,74.52569170043478,6
2004-05-15,74.68181818208335,7
2004-05-16,70.86956521695653,8
2004-05-17,70.64031620608695,9
2004-05-18,73.06060605958335,10
2004-05-19,72.37154150173915,11
2004-05-20,69.32467532476191,12
2004-05-21,74.26877470391302,13
2004-05-22,76.07196969708333,14
2004-05-23,78.64031620652176,15
2004-05-24,79.15909090874999,16
2004-05-25,78.618181818,17
2004-05-26,74.69565217347828,18
2004-05-27,73.00395256782609,19
2004-05-28,72.63636363636364,20
2004-05-29,66.6086956521739,0
2004-05-30,65.0867768590909,0
2004-05-31,73.03896104,1
2004-06-01,70.38339920956521,2
2004-06-02,71.52569169956521,3
2004-06-03,72.37603305727272,4
2004-06-04,64.76470588235293,0
2004-06-05,63.98564593315789,0
2004-06-06,66.0830039521739,1
2004-06-07,69.25454545350001,2
2004-06-08,72.92094861608696,3
2004-06-09,78.62845849739128,4
2004-06-10,77.67984189652175,5
2004-06-11,71.90495867863636,0
2004-06-12,66.49242424166667,0
2004-06-13,67.16287878875,1
2004-06-14,75.39256198363636,2
2004-06-15,77.252066115,3
2004-06-16,76.75619834636362,4
2004-06-17,80.23376623428571,5
2004-06-18,79.98418972260869,6
2004-06-19,77.44214876045454,7
2004-06-20,67.61157024818182,0
2004-06-21,67.78656126565217,1
2004-06-22,75.41897233173914,2
2004-06-23,73.21212121238095,3
2004-06-24,75.1067193673913,4
2004-06-25,72.76446281045456,5
2004-06-26,73.05371900772728,6
2004-06-27,68.55335968347826,7
2004-06-28,69.91699604652175,8
2004-06-29,72.26859504045454,9
2004-06-30,71.72727272772728,10
2004-07-01,75.11157024818182,11
2004-07-02,76.62450592826087,12
2004-07-03,75.83471074409088,13
2004-07-04,76.64031620434781,14
2004-07-05,79.73140495818181,15
2004-07-06,79.07905138347826,16
2004-07-07,76.04545454541667,17
2004-07-08,76.80165289227273,18
2004-07-09,77.7905138326087,19
2004-07-10,76.87500000041666,20
2004-07-11,77.97727272708333,21
2004-07-12,77.07114624478258,22
2004-07-13,78.76623376666666,23
2004-07-14,78.109848485,24
2004-07-15,74.54545454608694,25
2004-07-16,74.28063241173912,26
2004-07-17,73.26893939416665,27
2004-07-18,72.71487603272728,28
2004-07-19,74.33471074318182,29
2004-07-20,74.40692640714285,30
2004-07-21,76.16666666666666,31
2004-07-22,76.15415019695652,32
2004-07-23,75.77470355826088,33
2004-07-24,72.79904306210527,34
2004-07-25,72.83471074409091,35
2004-07-26,74.08225108190474,36
2004-07-27,77.7520661159091,37
2004-07-28,75.44628099227273,38
2004-07-29,74.85375494130436,39
2004-07-30,78.2727272725,40
2004-07-31,79.26482213434784,41
2004-08-01,78.02371541565216,42
2004-08-02,76.55785123954544,43
2004-08-03,76.34297520590911,44
2004-08-04,80.07851239681817,45
2004-08-05,72.83057851272727,0
2004-08-06,65.60606060619047,0
2004-08-07,64.59090909125,0
2004-08-08,68.12878787874997,1
2004-08-09,71.08300395260869,2
2004-08-10,74.20661157045453,3
2004-08-11,75.98814229173914,4
2004-08-12,73.38016528954546,5
2004-08-13,72.15810276695652,6
2004-08-14,66.3045454545,0
2004-08-15,67.68379446652173,1
2004-08-16,71.62679425894737,2
2004-08-17,71.56916996130435,3
2004-08-18,74.26839826809524,4
2004-08-19,79.82775119578949,5
2004-08-20,79.51383399260871,6
2004-08-21,76.02597402523811,7
2004-08-22,68.97348484875,0
2004-08-23,69.99173553727273,1
2004-08-24,72.19421487545455,2
2004-08-25,71.83471074318182,3
2004-08-26,73.1067193678261,4
2004-08-27,74.7121212125,5
2004-08-28,76.02371541521738,6
2004-08-29,76.75757575833333,7
2004-08-30,75.28458498043479,8
2004-08-31,76.04166666625,9
2004-09-01,72.75206611545454,10
2004-09-02,70.734848485,11
2004-09-03,70.82575757458333,12
2004-09-04,73.2337662347619,13
2004-09-05,71.47430829999999,14
2004-09-06,70.89090909149999,15
2004-09-07,74.20075757541667,16
2004-09-08,76.09090909095237,17
2004-09-09,75.72294372333333,18
2004-09-10,70.96212121166668,19
2004-09-11,70.02479338818182,20
2004-09-12,68.66007905000001,0
2004-09-13,69.62500000000001,1
2004-09-14,68.80519480476191,2
2004-09-15,69.27272727272727,3
2004-09-16,71.39525691695653,4
2004-09-17,74.813636363,5
2004-09-18,67.18181818190476,0
2004-09-19,60.08333333416666,0
2004-09-20,59.01581027695653,0
2004-09-21,62.67588932826088,1
2004-09-22,68.03030302958334,2
2004-09-23,69.66115702500001,3
2004-09-24,66.93560606083334,4
2004-09-25,66.12554112666666,5
